Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
5374,Region_4,34,Steel,1097.839783978398,29.180918091809183,58.361836183618365,5419.80198019802,Cloudy,2686.7686768676867,2024-09-17,53.73537353735374,5.373537353735373,629.8829882988299,268.6768676867687,"Steel 70%, Concrete 30%",Arch,Good,12.988298829882986,53.73537353735374,Standing
5375,Region_5,22,Concrete,1098.034803480348,29.185418541854187,58.37083708370837,5420.79207920792,Windy,2687.2687268726872,2024-09-18,53.74537453745375,5.374537453745375,629.96299629963,268.7268726872687,"Concrete 80%, Wood 20%",Beam,Good,12.996299629962998,53.74537453745375,Standing
5376,Region_1,47,Wood,1098.2298229822982,29.18991899189919,58.37983798379838,5421.782178217822,Rainy,2687.7687768776877,2024-09-19,53.75537553755376,5.375537553755375,630.0430043004301,268.7768776877688,"Concrete 80%, Wood 20%",Truss,Good,13.004300430043003,53.75537553755376,Standing
5377,Region_2,27,Steel,1098.4248424842485,29.194419441944195,58.38883888388839,5422.772277227723,Sunny,2688.2688268826882,2024-09-20,53.765376537653765,5.376537653765377,630.1230123012301,268.8268826882688,"Steel 70%, Concrete 30%",Arch,Good,13.012301230123015,53.765376537653765,Standing
5378,Region_3,1,Concrete,1098.6198619861987,29.1989198919892,58.3978397839784,5423.762376237623,Snowy,2688.7688768876887,2024-09-21,53.775377537753776,5.3775377537753775,630.2030203020302,268.8768876887689,"Concrete 80%, Wood 20%",Beam,Good,13.02030203020302,53.775377537753776,Standing
5379,Region_4,25,Wood,1098.8148814881488,29.203420342034203,58.406840684068406,5424.752475247525,Cloudy,2689.2689268926893,2024-09-22,53.78537853785379,5.378537853785379,630.2830283028303,268.9268926892689,"Concrete 80%, Wood 20%",Truss,Good,13.028302830283032,53.78537853785379,Standing
5380,Region_5,0,Steel,1099.009900990099,29.207920792079207,58.415841584158414,5425.742574257426,Windy,2689.7689768976898,2024-09-23,53.7953795379538,5.37953795379538,630.3630363036305,268.976897689769,"Steel 70%, Concrete 30%",Arch,Good,13.036303630363037,53.7953795379538,Standing
5381,Region_1,10,Concrete,1099.2049204920493,29.212421242124215,58.42484248424843,5426.732673267326,Rainy,2690.2690269026903,2024-09-24,53.80538053805381,5.38053805380538,630.4430443044305,269.026902690269,"Concrete 80%, Wood 20%",Beam,Good,13.044304430443042,53.80538053805381,Standing
5382,Region_2,0,Wood,1099.3999399939994,29.21692169216922,58.43384338433844,5427.722772277228,Sunny,2690.7690769076908,2024-09-25,53.815381538153815,5.381538153815382,630.5230523052305,269.0769076907691,"Concrete 80%, Wood 20%",Truss,Good,13.052305230523054,53.815381538153815,Standing
5383,Region_3,7,Steel,1099.5949594959495,29.221422142214223,58.442844284428446,5428.712871287129,Snowy,2691.2691269126913,2024-09-26,53.82538253825383,5.382538253825382,630.6030603060306,269.1269126912691,"Steel 70%, Concrete 30%",Arch,Good,13.060306030603059,53.82538253825383,Standing
5384,Region_4,48,Concrete,1099.7899789978999,29.225922592259227,58.451845184518454,5429.702970297029,Cloudy,2691.7691769176918,2024-09-27,53.83538353835384,5.383538353835384,630.6830683068307,269.1769176917692,"Concrete 80%, Wood 20%",Beam,Good,13.06830683068307,53.83538353835384,Standing
5385,Region_5,14,Wood,1099.98499849985,29.23042304230423,58.46084608460846,5430.693069306931,Windy,2692.2692269226923,2024-09-28,53.84538453845385,5.384538453845384,630.7630763076309,269.2269226922692,"Concrete 80%, Wood 20%",Truss,Good,13.076307630763075,53.84538453845385,Standing
5386,Region_1,27,Steel,1100.1800180018001,29.234923492349235,58.46984698469847,5431.683168316832,Rainy,2692.7692769276928,2024-09-29,53.85538553855386,5.385538553855386,630.8430843084309,269.2769276927693,"Steel 70%, Concrete 30%",Arch,Good,13.084308430843087,53.85538553855386,Standing
5387,Region_2,32,Concrete,1100.3750375037503,29.23942394239424,58.47884788478848,5432.6732673267325,Sunny,2693.269326932693,2024-09-30,53.865386538653866,5.3865386538653866,630.9230923092309,269.3269326932693,"Concrete 80%, Wood 20%",Beam,Good,13.092309230923092,53.865386538653866,Standing
5388,Region_3,21,Wood,1100.5700570057006,29.243924392439244,58.48784878487849,5433.663366336634,Snowy,2693.7693769376933,2024-10-01,53.87538753875388,5.387538753875387,631.003100310031,269.3769376937694,"Concrete 80%, Wood 20%",Truss,Good,13.100310031003097,53.87538753875388,Standing
5389,Region_4,19,Steel,1100.7650765076507,29.248424842484248,58.496849684968495,5434.653465346534,Cloudy,2694.269426942694,2024-10-02,53.88538853885389,5.388538853885389,631.0831083108311,269.4269426942694,"Steel 70%, Concrete 30%",Arch,Good,13.10831083108311,53.88538853885389,Standing
5390,Region_5,43,Concrete,1100.9600960096009,29.252925292529255,58.50585058505851,5435.6435643564355,Windy,2694.7694769476943,2024-10-03,53.8953895389539,5.389538953895389,631.1631163116313,269.4769476947695,"Concrete 80%, Wood 20%",Beam,Good,13.116311631163114,53.8953895389539,Standing
5391,Region_1,16,Wood,1101.1551155115512,29.25742574257426,58.51485148514852,5436.633663366337,Rainy,2695.269526952695,2024-10-04,53.90539053905391,5.390539053905391,631.2431243124313,269.52695269526953,"Concrete 80%, Wood 20%",Truss,Good,13.124312431243126,53.90539053905391,Standing
5392,Region_2,34,Steel,1101.3501350135014,29.261926192619264,58.52385238523853,5437.623762376237,Sunny,2695.7695769576953,2024-10-05,53.915391539153916,5.391539153915391,631.3231323132313,269.5769576957696,"Steel 70%, Concrete 30%",Arch,Good,13.132313231323131,53.915391539153916,Standing
5393,Region_3,25,Concrete,1101.5451545154515,29.266426642664268,58.532853285328535,5438.6138613861385,Snowy,2696.269626962696,2024-10-06,53.92539253925393,5.392539253925393,631.4031403140314,269.62696269626963,"Concrete 80%, Wood 20%",Beam,Good,13.140314031403143,53.92539253925393,Standing
5394,Region_4,29,Wood,1101.7401740174018,29.27092709270927,58.54185418541854,5439.60396039604,Cloudy,2696.7696769676963,2024-10-07,53.93539353935394,5.3935393539353935,631.4831483148315,269.6769676967697,"Concrete 80%, Wood 20%",Truss,Good,13.148314831483148,53.93539353935394,Standing
5395,Region_5,32,Steel,1101.935193519352,29.275427542754276,58.55085508550855,5440.59405940594,Windy,2697.269726972697,2024-10-08,53.94539453945395,5.394539453945394,631.5631563156317,269.72697269726973,"Steel 70%, Concrete 30%",Arch,Good,13.156315631563153,53.94539453945395,Standing
5396,Region_1,32,Concrete,1102.130213021302,29.27992799279928,58.55985598559856,5441.584158415842,Rainy,2697.7697769776973,2024-10-09,53.955395539553955,5.395539553955396,631.6431643164317,269.7769776977698,"Concrete 80%, Wood 20%",Beam,Good,13.164316431643165,53.955395539553955,Standing
5397,Region_2,47,Wood,1102.3252325232522,29.284428442844284,58.56885688568857,5442.574257425743,Sunny,2698.269826982698,2024-10-10,53.965396539653966,5.396539653965396,631.7231723172317,269.82698269826983,"Concrete 80%, Wood 20%",Truss,Good,13.17231723172317,53.965396539653966,Standing
5398,Region_3,5,Steel,1102.5202520252026,29.288928892889288,58.577857785778576,5443.564356435643,Snowy,2698.7698769876984,2024-10-11,53.97539753975398,5.397539753975398,631.8031803180318,269.8769876987699,"Steel 70%, Concrete 30%",Arch,Good,13.180318031803182,53.97539753975398,Standing
5399,Region_4,24,Concrete,1102.7152715271527,29.293429342934296,58.58685868586859,5444.554455445545,Cloudy,2699.269926992699,2024-10-12,53.98539853985399,5.398539853985398,631.8831883188319,269.92699269926993,"Concrete 80%, Wood 20%",Beam,Good,13.188318831883187,53.98539853985399,Standing
5400,Region_5,16,Wood,1102.9102910291028,29.2979297929793,58.5958595859586,5445.544554455446,Windy,2699.7699769976994,2024-10-13,53.995399539954,5.3995399539954,631.9631963196321,269.97699769977,"Concrete 80%, Wood 20%",Truss,Good,13.196319631963199,53.995399539954,Standing
5401,Region_1,38,Steel,1103.1053105310532,29.302430243024304,58.60486048604861,5446.534653465346,Rainy,2700.2700270027,2024-10-14,54.005400540054005,5.4005400540054005,632.0432043204321,270.02700270027003,"Steel 70%, Concrete 30%",Arch,Good,13.204320432043204,54.005400540054005,Standing
5402,Region_2,33,Concrete,1103.3003300330033,29.306930693069308,58.613861386138616,5447.524752475248,Sunny,2700.7700770077004,2024-10-15,54.015401540154016,5.401540154015402,632.1232123212321,270.0770077007701,"Concrete 80%, Wood 20%",Beam,Good,13.212321232123216,54.015401540154016,Standing
5403,Region_3,38,Wood,1103.4953495349534,29.311431143114312,58.622862286228624,5448.514851485148,Snowy,2701.270127012701,2024-10-16,54.02540254025403,5.402540254025403,632.2032203220322,270.12701270127013,"Concrete 80%, Wood 20%",Truss,Good,13.22032203220322,54.02540254025403,Standing
5404,Region_4,14,Steel,1103.6903690369036,29.315931593159316,58.63186318631863,5449.504950495049,Cloudy,2701.7701770177014,2024-10-17,54.03540354035404,5.403540354035403,632.2832283228323,270.1770177017702,"Steel 70%, Concrete 30%",Arch,Good,13.228322832283226,54.03540354035404,Standing
5405,Region_5,44,Concrete,1103.885388538854,29.32043204320432,58.64086408640864,5450.495049504951,Windy,2702.270227022702,2024-10-18,54.04540454045405,5.404540454045405,632.3632363236325,270.22702270227023,"Concrete 80%, Wood 20%",Beam,Good,13.236323632363238,54.04540454045405,Standing
5406,Region_1,27,Wood,1104.080408040804,29.324932493249324,58.64986498649865,5451.485148514851,Rainy,2702.7702770277024,2024-10-19,54.055405540554055,5.405540554055405,632.4432443244325,270.2770277027703,"Concrete 80%, Wood 20%",Truss,Good,13.244324432443243,54.055405540554055,Standing
5407,Region_2,47,Steel,1104.2754275427542,29.32943294329433,58.65886588658866,5452.475247524752,Sunny,2703.270327032703,2024-10-20,54.06540654065407,5.406540654065407,632.5232523252325,270.32703270327033,"Steel 70%, Concrete 30%",Arch,Good,13.252325232523255,54.06540654065407,Standing
5408,Region_3,16,Concrete,1104.4704470447045,29.333933393339336,58.66786678667867,5453.465346534654,Snowy,2703.7703770377034,2024-10-21,54.07540754075408,5.4075407540754075,632.6032603260326,270.3770377037704,"Concrete 80%, Wood 20%",Beam,Good,13.26032603260326,54.07540754075408,Standing
5409,Region_4,9,Wood,1104.6654665466547,29.33843384338434,58.67686768676868,5454.455445544554,Cloudy,2704.270427042704,2024-10-22,54.08540854085409,5.408540854085409,632.6832683268327,270.42704270427043,"Concrete 80%, Wood 20%",Truss,Good,13.268326832683272,54.08540854085409,Standing
5410,Region_5,35,Steel,1104.8604860486048,29.342934293429344,58.68586858685869,5455.445544554455,Windy,2704.7704770477044,2024-10-23,54.0954095409541,5.40954095409541,632.7632763276329,270.4770477047705,"Steel 70%, Concrete 30%",Arch,Good,13.276327632763277,54.0954095409541,Standing
5411,Region_1,16,Concrete,1105.0555055505552,29.34743474347435,58.6948694869487,5456.435643564357,Rainy,2705.270527052705,2024-10-24,54.105410541054106,5.41054105410541,632.8432843284329,270.52705270527053,"Concrete 80%, Wood 20%",Beam,Good,13.284328432843282,54.105410541054106,Standing
5412,Region_2,24,Wood,1105.2505250525053,29.351935193519353,58.703870387038705,5457.425742574257,Sunny,2705.7705770577054,2024-10-25,54.11541154115412,5.411541154115412,632.9232923292329,270.5770577057706,"Concrete 80%, Wood 20%",Truss,Good,13.292329232923294,54.11541154115412,Standing
5413,Region_3,34,Steel,1105.4455445544554,29.356435643564357,58.71287128712871,5458.415841584158,Snowy,2706.270627062706,2024-10-26,54.12541254125413,5.412541254125412,633.003300330033,270.62706270627064,"Steel 70%, Concrete 30%",Arch,Good,13.300330033003299,54.12541254125413,Standing
5414,Region_4,13,Concrete,1105.6405640564055,29.36093609360936,58.72187218721872,5459.40594059406,Cloudy,2706.7706770677064,2024-10-27,54.13541354135414,5.413541354135414,633.0833083308331,270.6770677067707,"Concrete 80%, Wood 20%",Beam,Good,13.30833083308331,54.13541354135414,Standing
5415,Region_5,7,Wood,1105.835583558356,29.365436543654365,58.73087308730873,5460.39603960396,Windy,2707.270727072707,2024-10-28,54.14541454145415,5.414541454145414,633.1633163316333,270.72707270727074,"Concrete 80%, Wood 20%",Truss,Good,13.316331633163315,54.14541454145415,Standing
5416,Region_1,34,Steel,1106.030603060306,29.36993699369937,58.73987398739874,5461.3861386138615,Rainy,2707.7707770777074,2024-10-29,54.155415541554156,5.415541554155416,633.2433243324333,270.7770777077708,"Steel 70%, Concrete 30%",Arch,Good,13.324332433243328,54.155415541554156,Standing
5417,Region_2,39,Concrete,1106.2256225622561,29.374437443744377,58.74887488748875,5462.376237623762,Sunny,2708.270827082708,2024-10-30,54.16541654165417,5.4165416541654166,633.3233323332333,270.82708270827084,"Concrete 80%, Wood 20%",Beam,Good,13.332333233323332,54.16541654165417,Standing
5418,Region_3,28,Wood,1106.4206420642065,29.37893789378938,58.75787578757876,5463.366336633663,Snowy,2708.7708770877084,2024-10-31,54.17541754175418,5.417541754175417,633.4033403340334,270.8770877087709,"Concrete 80%, Wood 20%",Truss,Good,13.340334033403337,54.17541754175418,Standing
5419,Region_4,15,Steel,1106.6156615661566,29.383438343834385,58.76687668766877,5464.3564356435645,Cloudy,2709.270927092709,2024-11-01,54.18541854185419,5.418541854185419,633.4833483348335,270.92709270927094,"Steel 70%, Concrete 30%",Arch,Good,13.34833483348335,54.18541854185419,Standing
5420,Region_5,7,Concrete,1106.8106810681068,29.38793879387939,58.77587758775878,5465.346534653465,Windy,2709.7709770977094,2024-11-02,54.195419541954195,5.419541954195419,633.5633563356336,270.977097709771,"Concrete 80%, Wood 20%",Beam,Good,13.356335633563354,54.195419541954195,Standing
5421,Region_1,22,Wood,1107.005700570057,29.392439243924393,58.784878487848786,5466.336633663366,Rainy,2710.27102710271,2024-11-03,54.205420542054206,5.420542054205421,633.6433643364337,271.02710271027104,"Concrete 80%, Wood 20%",Truss,Good,13.364336433643366,54.205420542054206,Standing
5422,Region_2,44,Steel,1107.2007200720072,29.396939693969397,58.793879387938794,5467.3267326732675,Sunny,2710.7710771077104,2024-11-04,54.21542154215422,5.421542154215421,633.7233723372337,271.0771077107711,"Steel 70%, Concrete 30%",Arch,Good,13.372337233723371,54.21542154215422,Standing
5423,Region_3,11,Concrete,1107.3957395739574,29.4014401440144,58.8028802880288,5468.316831683168,Snowy,2711.271127112711,2024-11-05,54.22542254225423,5.422542254225423,633.8033803380338,271.12711271127114,"Concrete 80%, Wood 20%",Beam,Good,13.380338033803383,54.22542254225423,Standing
5424,Region_4,34,Wood,1107.5907590759075,29.405940594059405,58.81188118811881,5469.306930693069,Cloudy,2711.7711771177114,2024-11-06,54.23542354235424,5.4235423542354235,633.8833883388339,271.1771177117712,"Concrete 80%, Wood 20%",Truss,Good,13.388338833883388,54.23542354235424,Standing
5425,Region_5,3,Steel,1107.7857785778579,29.41044104410441,58.82088208820882,5470.297029702971,Windy,2712.271227122712,2024-11-07,54.245424542454245,5.424542454245424,633.963396339634,271.22712271227124,"Steel 70%, Concrete 30%",Arch,Good,13.396339633963393,54.245424542454245,Standing
5426,Region_1,30,Concrete,1107.980798079808,29.414941494149417,58.829882988298834,5471.287128712871,Rainy,2712.7712771277124,2024-11-08,54.255425542554256,5.425542554255426,634.0434043404341,271.2771277127713,"Concrete 80%, Wood 20%",Beam,Good,13.404340434043405,54.255425542554256,Standing
5427,Region_2,47,Wood,1108.175817581758,29.41944194419442,58.83888388838884,5472.277227722772,Sunny,2713.271327132713,2024-11-09,54.26542654265427,5.426542654265426,634.1234123412341,271.32713271327134,"Concrete 80%, Wood 20%",Truss,Good,13.41234123412341,54.26542654265427,Standing
5428,Region_3,35,Steel,1108.3708370837085,29.423942394239425,58.84788478847885,5473.267326732674,Snowy,2713.7713771377134,2024-11-10,54.27542754275428,5.427542754275428,634.2034203420342,271.3771377137714,"Steel 70%, Concrete 30%",Arch,Good,13.420342034203422,54.27542754275428,Standing
5429,Region_4,19,Concrete,1108.5658565856586,29.42844284428443,58.85688568856886,5474.257425742574,Cloudy,2714.271427142714,2024-11-11,54.28542854285429,5.428542854285428,634.2834283428343,271.42714271427144,"Concrete 80%, Wood 20%",Beam,Good,13.428342834283427,54.28542854285429,Standing
5430,Region_5,10,Wood,1108.7608760876087,29.432943294329434,58.86588658865887,5475.247524752475,Windy,2714.7714771477144,2024-11-12,54.295429542954295,5.42954295429543,634.3634363436344,271.4771477147715,"Concrete 80%, Wood 20%",Truss,Good,13.436343634363439,54.295429542954295,Standing
5431,Region_1,9,Steel,1108.9558955895588,29.437443744374438,58.874887488748875,5476.237623762377,Rainy,2715.271527152715,2024-11-13,54.30543054305431,5.4305430543054305,634.4434443444345,271.5271527152715,"Steel 70%, Concrete 30%",Arch,Good,13.444344434443444,54.30543054305431,Standing
5432,Region_2,23,Concrete,1109.1509150915092,29.44194419441944,58.88388838883888,5477.227722772277,Sunny,2715.7715771577155,2024-11-14,54.31543154315432,5.431543154315432,634.5234523452345,271.57715771577153,"Concrete 80%, Wood 20%",Beam,Good,13.452345234523456,54.31543154315432,Standing
5433,Region_3,36,Wood,1109.3459345934593,29.446444644464446,58.89288928892889,5478.217821782178,Snowy,2716.271627162716,2024-11-15,54.32543254325433,5.432543254325433,634.6034603460346,271.6271627162716,"Concrete 80%, Wood 20%",Truss,Good,13.460346034603461,54.32543254325433,Standing
5434,Region_4,40,Steel,1109.5409540954095,29.45094509450945,58.9018901890189,5479.207920792079,Cloudy,2716.7716771677165,2024-11-16,54.33543354335434,5.433543354335433,634.6834683468347,271.67716771677163,"Steel 70%, Concrete 30%",Arch,Good,13.468346834683466,54.33543354335434,Standing
5435,Region_5,18,Concrete,1109.7359735973598,29.455445544554458,58.910891089108915,5480.19801980198,Windy,2717.271727172717,2024-11-17,54.345434543454346,5.434543454345435,634.7634763476348,271.7271727172717,"Concrete 80%, Wood 20%",Beam,Good,13.476347634763478,54.345434543454346,Standing
5436,Region_1,31,Wood,1109.93099309931,29.45994599459946,58.91989198919892,5481.188118811881,Rainy,2717.7717771777175,2024-11-18,54.35543554355436,5.435543554355435,634.8434843484349,271.77717771777174,"Concrete 80%, Wood 20%",Truss,Good,13.484348434843483,54.35543554355436,Standing
5437,Region_2,37,Steel,1110.12601260126,29.464446444644466,58.92889288928893,5482.178217821782,Sunny,2718.271827182718,2024-11-19,54.36543654365437,5.436543654365437,634.923492349235,271.8271827182718,"Steel 70%, Concrete 30%",Arch,Good,13.492349234923495,54.36543654365437,Standing
5438,Region_3,43,Concrete,1110.3210321032102,29.46894689468947,58.93789378937894,5483.168316831683,Snowy,2718.7718771877185,2024-11-20,54.37543754375438,5.4375437543754375,635.003500350035,271.87718771877184,"Concrete 80%, Wood 20%",Beam,Good,13.5003500350035,54.37543754375438,Standing
5439,Region_4,23,Wood,1110.5160516051606,29.473447344734474,58.94689468946895,5484.158415841584,Cloudy,2719.271927192719,2024-11-21,54.38543854385439,5.438543854385439,635.0835083508351,271.9271927192719,"Concrete 80%, Wood 20%",Truss,Good,13.508350835083512,54.38543854385439,Standing
5440,Region_5,34,Steel,1110.7110711071107,29.477947794779478,58.955895589558956,5485.148514851485,Windy,2719.7719771977195,2024-11-22,54.395439543954396,5.43954395439544,635.1635163516352,271.97719771977194,"Steel 70%, Concrete 30%",Arch,Good,13.516351635163517,54.395439543954396,Standing
5441,Region_1,38,Concrete,1110.9060906090608,29.482448244824482,58.964896489648964,5486.138613861386,Rainy,2720.27202720272,2024-11-23,54.40544054405441,5.44054405440544,635.2435243524353,272.027202720272,"Concrete 80%, Wood 20%",Beam,Good,13.524352435243522,54.40544054405441,Standing
5442,Region_2,40,Wood,1111.1011101110112,29.486948694869486,58.97389738973897,5487.1287128712875,Sunny,2720.7720772077205,2024-11-24,54.41544154415442,5.441544154415442,635.3235323532354,272.07720772077204,"Concrete 80%, Wood 20%",Truss,Good,13.532353235323534,54.41544154415442,Standing
5443,Region_3,15,Steel,1111.2961296129613,29.49144914491449,58.98289828982898,5488.118811881188,Snowy,2721.272127212721,2024-11-25,54.42544254425443,5.442544254425442,635.4035403540354,272.1272127212721,"Steel 70%, Concrete 30%",Arch,Good,13.540354035403539,54.42544254425443,Standing
5444,Region_4,36,Concrete,1111.4911491149114,29.495949594959498,58.991899189918996,5489.108910891089,Cloudy,2721.7721772177215,2024-11-26,54.435443544354435,5.443544354435444,635.4835483548354,272.17721772177214,"Concrete 80%, Wood 20%",Beam,Good,13.54835483548355,54.435443544354435,Standing
5445,Region_5,22,Wood,1111.6861686168618,29.500450045004502,59.000900090009004,5490.0990099009905,Windy,2722.272227222722,2024-11-27,54.445444544454446,5.444544454445444,635.5635563556356,272.2272227222722,"Concrete 80%, Wood 20%",Truss,Good,13.556355635563555,54.445444544454446,Standing
5446,Region_1,31,Steel,1111.881188118812,29.504950495049506,59.00990099009901,5491.089108910891,Rainy,2722.7722772277225,2024-11-28,54.45544554455446,5.445544554455446,635.6435643564357,272.27722772277224,"Steel 70%, Concrete 30%",Arch,Good,13.564356435643568,54.45544554455446,Standing
5447,Region_2,17,Concrete,1112.076207620762,29.50945094509451,59.01890189018902,5492.079207920792,Sunny,2723.272327232723,2024-11-29,54.46544654465447,5.4465446544654466,635.7235723572358,272.3272327232723,"Concrete 80%, Wood 20%",Beam,Good,13.572357235723572,54.46544654465447,Standing
5448,Region_3,38,Wood,1112.2712271227122,29.513951395139514,59.02790279027903,5493.069306930693,Snowy,2723.7723772377235,2024-11-30,54.47544754475448,5.447544754475447,635.8035803580358,272.37723772377234,"Concrete 80%, Wood 20%",Truss,Good,13.580358035803577,54.47544754475448,Standing
5449,Region_4,17,Steel,1112.4662466246625,29.51845184518452,59.03690369036904,5494.059405940594,Cloudy,2724.272427242724,2024-12-01,54.485448544854485,5.448544854485449,635.8835883588358,272.4272427242724,"Steel 70%, Concrete 30%",Arch,Good,13.58835883588359,54.485448544854485,Standing
5450,Region_5,2,Concrete,1112.6612661266126,29.522952295229523,59.045904590459045,5495.049504950495,Windy,2724.7724772477245,2024-12-02,54.495449544954496,5.449544954495449,635.963596359636,272.47724772477244,"Concrete 80%, Wood 20%",Beam,Good,13.596359635963594,54.495449544954496,Standing
5451,Region_1,41,Wood,1112.8562856285628,29.527452745274527,59.054905490549054,5496.039603960396,Rainy,2725.272527252725,2024-12-03,54.50545054505451,5.450545054505451,636.0436043604361,272.5272527252725,"Concrete 80%, Wood 20%",Truss,Good,13.604360436043606,54.50545054505451,Standing
5452,Region_2,13,Steel,1113.0513051305131,29.531953195319534,59.06390639063907,5497.029702970297,Sunny,2725.7725772577255,2024-12-04,54.51545154515452,5.451545154515451,636.1236123612362,272.57725772577254,"Steel 70%, Concrete 30%",Arch,Good,13.612361236123611,54.51545154515452,Standing
5453,Region_3,29,Concrete,1113.2463246324633,29.53645364536454,59.07290729072908,5498.019801980198,Snowy,2726.272627262726,2024-12-05,54.52545254525453,5.452545254525453,636.2036203620362,272.6272627262726,"Concrete 80%, Wood 20%",Beam,Good,13.620362036203623,54.52545254525453,Standing
5454,Region_4,43,Wood,1113.4413441344134,29.540954095409543,59.081908190819085,5499.009900990099,Cloudy,2726.7726772677265,2024-12-06,54.535453545354535,5.4535453545354535,636.2836283628362,272.67726772677264,"Concrete 80%, Wood 20%",Truss,Good,13.628362836283628,54.535453545354535,Standing
5455,Region_5,22,Steel,1113.6363636363637,29.545454545454547,59.09090909090909,5500.0,Windy,2727.272727272727,2024-12-07,54.54545454545455,5.454545454545454,636.3636363636364,272.7272727272727,"Steel 70%, Concrete 30%",Arch,Good,13.636363636363633,54.54545454545455,Standing
5456,Region_1,11,Concrete,1113.8313831383139,29.54995499549955,59.0999099909991,5500.990099009901,Rainy,2727.7727772777275,2024-12-08,54.55545554555456,5.455545554555456,636.4436443644365,272.77727772777274,"Concrete 80%, Wood 20%",Beam,Good,13.644364436443645,54.55545554555456,Standing
5457,Region_2,15,Wood,1114.026402640264,29.554455445544555,59.10891089108911,5501.980198019802,Sunny,2728.272827282728,2024-12-09,54.56545654565457,5.456545654565456,636.5236523652366,272.8272827282728,"Concrete 80%, Wood 20%",Truss,Good,13.65236523652365,54.56545654565457,Standing
5458,Region_3,8,Steel,1114.2214221422141,29.55895589558956,59.11791179117912,5502.970297029703,Snowy,2728.7728772877285,2024-12-10,54.57545754575458,5.457545754575458,636.6036603660366,272.87728772877284,"Steel 70%, Concrete 30%",Arch,Good,13.660366036603662,54.57545754575458,Standing
5459,Region_4,24,Concrete,1114.4164416441645,29.563456345634563,59.126912691269126,5503.960396039604,Cloudy,2729.272927292729,2024-12-11,54.585458545854586,5.458545854585458,636.6836683668366,272.9272927292729,"Concrete 80%, Wood 20%",Beam,Good,13.668366836683667,54.585458545854586,Standing
5460,Region_5,23,Wood,1114.6114611461146,29.567956795679567,59.135913591359135,5504.950495049505,Windy,2729.7729772977295,2024-12-12,54.5954595459546,5.45954595459546,636.7636763676368,272.97729772977294,"Concrete 80%, Wood 20%",Truss,Good,13.676367636763679,54.5954595459546,Standing
5461,Region_1,39,Steel,1114.8064806480647,29.572457245724575,59.14491449144915,5505.940594059406,Rainy,2730.27302730273,2024-12-13,54.60546054605461,5.4605460546054605,636.8436843684369,273.027302730273,"Steel 70%, Concrete 30%",Arch,Good,13.684368436843684,54.60546054605461,Standing
5462,Region_2,22,Concrete,1115.001500150015,29.57695769576958,59.15391539153916,5506.9306930693065,Sunny,2730.7730773077305,2024-12-14,54.61546154615462,5.461546154615462,636.923692369237,273.07730773077304,"Concrete 80%, Wood 20%",Beam,Good,13.692369236923696,54.61546154615462,Standing
5463,Region_3,31,Wood,1115.1965196519652,29.581458145814583,59.162916291629166,5507.920792079208,Snowy,2731.273127312731,2024-12-15,54.62546254625463,5.462546254625463,637.003700370037,273.1273127312731,"Concrete 80%, Wood 20%",Truss,Good,13.700370037003701,54.62546254625463,Standing
5464,Region_4,47,Steel,1115.3915391539153,29.585958595859587,59.171917191719174,5508.910891089109,Cloudy,2731.7731773177316,2024-12-16,54.635463546354636,5.463546354635463,637.083708370837,273.17731773177314,"Steel 70%, Concrete 30%",Arch,Good,13.708370837083706,54.635463546354636,Standing
5465,Region_5,19,Concrete,1115.5865586558655,29.59045904590459,59.18091809180918,5509.9009900990095,Windy,2732.273227322732,2024-12-17,54.64546454645465,5.464546454645465,637.1637163716372,273.2273227322732,"Concrete 80%, Wood 20%",Beam,Good,13.716371637163718,54.64546454645465,Standing
5466,Region_1,20,Wood,1115.7815781578158,29.594959495949595,59.18991899189919,5510.891089108911,Rainy,2732.7732773277326,2024-12-18,54.65546554655466,5.465546554655465,637.2437243724373,273.27732773277324,"Concrete 80%, Wood 20%",Truss,Good,13.724372437243723,54.65546554655466,Standing
5467,Region_2,28,Steel,1115.976597659766,29.5994599459946,59.1989198919892,5511.881188118812,Sunny,2733.273327332733,2024-12-19,54.66546654665467,5.466546654665467,637.3237323732374,273.3273327332733,"Steel 70%, Concrete 30%",Arch,Good,13.732373237323735,54.66546654665467,Standing
5468,Region_3,22,Concrete,1116.171617161716,29.603960396039604,59.20792079207921,5512.8712871287125,Snowy,2733.7733773377336,2024-12-20,54.675467546754675,5.4675467546754675,637.4037403740374,273.37733773377335,"Concrete 80%, Wood 20%",Beam,Good,13.74037403740374,54.675467546754675,Standing
5469,Region_4,48,Wood,1116.3666366636664,29.608460846084608,59.216921692169215,5513.861386138614,Cloudy,2734.273427342734,2024-12-21,54.685468546854686,5.468546854685469,637.4837483748374,273.4273427342734,"Concrete 80%, Wood 20%",Truss,Good,13.748374837483752,54.685468546854686,Standing
